Barinas  	Altamira  	5208
Barinas 	Barinas 	5201
Barinas 	Barinitas 	5206
Barinas 	Barrancas 	5201
Barinas 	Bruzual 	5201
Barinas 	Calderas 	5207
Barinas 	Ciudad Bolivia 	5214
Barinas 	Ciudad de Nutrias 	5221
Barinas 	Dolores 	5217
Barinas 	El Cantón 	5201
Barinas 	La Cochinilla (Barinitas) 	5201
Barinas 	La Luz 	5201
Barinas 	La Unión 	2312
Barinas 	Libertad 	5220
Barinas 	Maporal 	5201
Barinas 	Mijagual 	5201
Barinas 	Obispos 	5213
Barinas 	Pedraza la Vieja 	5201
Barinas 	Puerto Nutrias 	5201
Barinas 	Quebrada Seca 	5201
Barinas 	Quintero 	5201
Barinas 	Sabaneta 	5224
Barinas 	Sacopó 	5216
Barinas 	San Rafael de Canagua 	5201
Barinas 	San Silvestre 	5203
Barinas 	San Vicente 	5201
Barinas 	Santa Barbara 	5210
Barinas 	Santa Catalina 	5201
Barinas 	Santa Inés 	5201
Barinas 	Santa Lucia 	5201
Barinas 	Santa Rosa 	5219
Barinas 	Torunos 	5201
Barinas 	Veguitas 	5201
Barinas 	Arismendi 	2201
Barinas 	Capitanejo 	5201
Barinas 	Chameta 	5216
Barinas 	El Real 	5201
Barinas 	El Regalo 	5201
Barinas 	Guadarrama 	2201
Barinas 	Quebrada Seca 	5067
Barinas 	Otras Poblaciones 	5201
