Aragua  	10 de Diciembre  	2107
Aragua 	12 de Febrero 	2104
Aragua 	12 de Octubre (Maracay) 	2103
Aragua 	13 de Enero I, II, III (Maracay) 	2103
Aragua 	13 de Junio (Maracay) 	2103
Aragua 	18 de Mayo (Maracay) 	2103
Aragua 	1º de Mayo (Maracay) 	2103
Aragua 	23 de Enero (Maracay) 	2104
Aragua 	5 de Julio 	2118
Aragua 	5 de Julio (Maracay) 	2103
Aragua 	Alayón (Maracay) 	2103
Aragua 	Alberto Solano (Maracay) 	2103
Aragua 	Alí Primera (Cagua) 	2122
Aragua 	Andrés Bello (Maracay) 	2102
Aragua 	Andrés Eloy (Santa Cruz) 	2123
Aragua 	Andrés Eloy Blanco (Maracay) 	2103
Aragua 	Angélica de Lusinchi (Cagua) 	2122
Aragua 	Apolo (Villa de Cura) 	2126
Aragua 	Aquiles Nazoa (Maracay) 	2103
Aragua 	Aragüita (Villa de Cura) 	2126
Aragua 	Arias Blanco (El Limón) 	2105
Aragua 	Arsenal (Maracay) 	2101
Aragua 	Barrancón (Cagua) 	2122
Aragua 	Base Aragua (Maracay) 	2102
Aragua 	Bella Vista (Cagua) 	2122
Aragua 	Bella Vista (Maracay) 	2102
Aragua 	Bello Monte (Palo Negro) 	2117
Aragua 	Bello Monte I y II (La Victoria) 	2121
Aragua 	Bermúdez (Maracay) 	2103
Aragua 	Bolívar (La Victoria) 	2121
Aragua 	Bolívar (Maracay) 	2104
Aragua 	Bolívar (San Mateo) 	2120
Aragua 	Bosque Lindo (El Consejo) 	2118
Aragua 	Brisas del Lago (Maracay) 	2104
Aragua 	Caballero (Cagua) 	2122
Aragua 	Cadillal (Maracay) 	2104
Aragua 	Cagua (Cagua) 	2122
Aragua 	Calicanto (Maracay) 	2101
Aragua 	Camburito (Maracay) 	2103
Aragua 	Camejo (Villa de Cura) 	2126
Aragua 	Campo Alegre (Cagua) 	2122
Aragua 	Campo Alegre (Maracay) 	2103
Aragua 	Campo Claro (Maracay) 	2101
Aragua 	Campo Elías (La Victoria) 	2121
Aragua 	Cantarrana (Maracay) 	2102
Aragua 	Cantor Nieve Río (Tejerías) 	2119
Aragua 	Carlos Andrés Pérez (Palo Negro) 	2117
Aragua 	Carlos Maza (Maracay) 	2103
Aragua 	Carrizalito (Villa de Cura) 	2126
Aragua 	Casanova Godoy (Maracay) 	2103
Aragua 	Casco de La Ciudad (Maracay) 	2101
Aragua 	Cata (Ocumare de La Costa) 	2114
Aragua 	Caña de Azúcar (Maracay) 	2105
Aragua 	Cañaote (Tejerías) 	2119
Aragua 	Cementerio (El Consejo) 	2118
Aragua 	Choroní (Choroní) 	2110
Aragua 	Ciudad Jardín (Cagua) 	2122
Aragua 	Ciudad Jardín (Maracay) 	2102
Aragua 	Ciudad Universitaria (El Limón) 	2105
Aragua 	Codazzi (Cagua) 	2122
Aragua 	Colonia Tovar 	1030
Aragua 	Cooperativa Los Olivos Nuevos (Maracay) 	2102
Aragua 	Cooperativa Los Olivos Viejos (Maracay) 	2102
Aragua 	Corianza (Cagua) 	2122
Aragua 	Corocito (San Mateo) 	2120
Aragua 	Coromoto (Maracay) 	2101
Aragua 	Curiepe (Tejerías) 	2119
Aragua 	Cuyagua (Ocumare de La Costa) 	2112
Aragua 	Doctor Pedro García (Turmero) 	2116
Aragua 	El Bosque (Maracay) 	2102
Aragua 	El Béisbol (Tejerías) 	2119
Aragua 	El Carmen (Cagua) 	2122
Aragua 	El Carmen (La Victoria) 	2121
Aragua 	El Carmen (Maracay) 	2101
Aragua 	El Cementerio (La Victoria) 	2121
Aragua 	El Centro (Maracay) 	2104
Aragua 	El Consejo (El Consejo) 	2118
Aragua 	El Esfuerzo (Maracay) 	2104
Aragua 	El Estadium (La Victoria) 	2121
Aragua 	El Hipódromo (Maracay) 	2104
Aragua 	El Indio (Maracay) 	2104
Aragua 	El Lago (Maracay) 	2104
Aragua 	El Lechosal (Cagua) 	2122
Aragua 	El Macaro (Turmero) 	2115
Aragua 	El Maomo (Santa Cruz) 	2123
Aragua 	El Milagro (Maracay) 	2101
Aragua 	El Nido (El Consejo) 	2118
Aragua 	El Ortiseño (Palo Negro) 	2117
Aragua 	El Piñal (El Limón, Maracay) 	2105
Aragua 	El Progreso (El Limón, Maracay) 	2105
