Carabobo  	13 de Septiembre (Valencia)  	2001
Carabobo 	19 de Abril (Valencia) 	2001
Carabobo 	1º de Mayo 	2006
Carabobo 	1º de Mayo (Valencia) 	2001
Carabobo 	24 Horas (Valencia) 	2001
Carabobo 	3 de Mayo 	2003
Carabobo 	810 (Valencia) 	2001
Carabobo 	Actoto Campesino Mirandita (Valencia) 	2001
Carabobo 	Agua Blanca (Valencia) 	2001
Carabobo 	Alegría (Valencia) 	2001
Carabobo 	Alexander Burgos (Valencia) 	2001
Carabobo 	Altos De Guaparo (Valencia) 	2001
Carabobo 	Ambrosio Plaza (Valencia) 	2001
Carabobo 	América (Valencia) 	2001
Carabobo 	Andrés Bello (Valencia) 	2001
Carabobo 	Antonio José de Sucre Norte, Sur (Valencia) 	2001
Carabobo 	Aquiles Nazoa (Valencia) 	2001
Carabobo 	Armando Celli (Valencia) 	2001
Carabobo 	Atlas (Valencia) 	2001
Carabobo 	Barrera 	2035
Carabobo 	Base Naval 	2050
Carabobo 	Bejuma 	2040
Carabobo 	Bella Vista I, II, III Etapa (Valencia) 	2001
Carabobo 	Bello Monte 1, 2, 3 	2003
Carabobo 	Big Low Center 	2003
Carabobo 	Boca de Aroa 	2052
Carabobo 	Boca de Tocuyo 	2053
Carabobo 	Bocaina 1 y 2 (Valencia) 	2001
Carabobo 	Borburata 	2050
Carabobo 	Bosque Serino 	2006
Carabobo 	Brisas del Sur (Valencia) 	2001
Carabobo 	Brisas del Terminal (Valencia) 	2001
Carabobo 	Bárbula 	2005
Carabobo 	Cabriales (Valencia) 	2001
Carabobo 	Camoruco (Valencia) 	2001
Carabobo 	Campo Alegre (Valencia) 	2001
Carabobo 	Campo Solo 	2006
Carabobo 	Canaima (Valencia) 	2001
Carabobo 	Canoabo 	2040
Carabobo 	Carabobo 	2035
Carabobo 	Carabobo (Campo) 	2035
Carabobo 	Carmen Norte, Sur (Valencia) 	2001
Carabobo 	Cañaveral (Valencia) 	2001
Carabobo 	Central Tacarigua 	2003
Carabobo 	Centro de Valencia (Valencia) 	2001
Carabobo 	Cesar Giro (Valencia) 	2001
Carabobo 	Chaguaramal (Valencia) 	2001
Carabobo 	Chichiriviche 	2054
Carabobo 	Chirgua 	2044
Carabobo 	Ciudad Jardín Mañongo (Valencia) 	2001
Carabobo 	Colinas de Guataparo (Valencia) 	2001
Carabobo 	Concordia (Valencia) 	2001
Carabobo 	Coromoto (Valencia) 	2001
Carabobo 	Daimer (Valencia) 	2001
Carabobo 	Democracia 1 y 2 (Valencia) 	2001
Carabobo 	Don Bosco (Valencia) 	2001
Carabobo 	El Bosque (Valencia) 	2001
Carabobo 	El Calvario (Valencia) 	2001
Carabobo 	El Cambur 	2050
Carabobo 	El Candelero (Valencia) 	2001
Carabobo 	El Combate (Valencia) 	2001
Carabobo 	El Consejo (Valencia) 	2001
Carabobo 	El Morro 1 y 2 	2006
Carabobo 	El Pajal (Valencia) 	2001
Carabobo 	El Palito 	2050
Carabobo 	El Palotal (Valencia) 	2001
Carabobo 	El Parral (Valencia) 	2001
Carabobo 	El Prado (Valencia) 	2001
Carabobo 	El Prebo I, II, III (Valencia) 	2001
Carabobo 	El Prebol (Valencia) 	2001
Carabobo 	El Recreo (Valencia) 	2001
Carabobo 	El Rincón (Valencia) 	2001
Carabobo 	El Roble 	2003
Carabobo 	El Romancero (Valencia) 	2001
Carabobo 	El Socorro (Valencia) 	2001
Carabobo 	El Trigalito (Valencia) 	2001
Carabobo 	El Trompillo 	2010
Carabobo 	El Viñedo (Valencia) 	2001
Carabobo 	El triunfo (Valencia) 	2001
Carabobo 	Escalona (Valencia) 	2001
Carabobo 	Escorcha (Valencia) 	2001
Carabobo 	Eutimio Rivas (Valencia) 	2001
Carabobo 	Ezequiel Zamora (Valencia) 	2001
Carabobo 	Federación (Valencia) 	2001
Carabobo 	Finca (Los Taladros) (Valencia) 	2001
Carabobo 	Flor Amarilla 	2003
Carabobo 	Flor Amarillo 	2003
Carabobo 	Flores (Valencia) 	2001
Carabobo 	Florida Norte y Sur (Valencia) 	2001
Carabobo 	Francisco de Miranda (Valencia) 	2001
Carabobo 	Freddy Franco (Valencia) 	2001
Carabobo 	Goaigoaza 	2050
Carabobo 	Guacara 	2015
Carabobo 	Guataparo Country Club (Valencia) 	2001
Carabobo 	Güigüe 	2010
Carabobo 	Haras los Aguacates (Valencia) 	2001
Carabobo 	Impacto 1 y 2 (Valencia) 	2001
Carabobo 	Industrial Carabobo 	2003
Carabobo 	Industrial Castillito 	2003
Carabobo 	Industrial La Guacamaya (Valencia) 	2001
Carabobo 	Industrial La Quizanda 	2003
Carabobo 	Industrial Municipal Norte 	2003
Carabobo 	Isabelita 	2003
Carabobo 	José Gregorio Hernández (Valencia) 	2001
Carabobo 	José Regino Peña (Valencia) 	2001
Carabobo 	Kerdel (Valencia) 	2001
Carabobo 	La Arboleada (Valencia) 	2001
Carabobo 	La Blanquera (Valencia) 	2001
Carabobo 	La California (Valencia) 	2001
Carabobo 	La Castellana (Valencia) 	2001
Carabobo 	La Castrera (Valencia) 	2001
Carabobo 	La Entrada 	2005
Carabobo 	La Esmeralda 	2006
Carabobo 	La Florida (Valencia) 	2001
Carabobo 	La Guacamaya 1ª, 2ª y 3ª Etapa (Valencia) 	2001
Carabobo 	La Isabelica 	2003
Carabobo 	La Línea (Valencia) 	2001
Carabobo 	La Maestranza (Valencia) 	2001
Carabobo 	La Manguita (Valencia) 	2001
Carabobo 	La Milagrosa (Valencia) 	2001
Carabobo 	La Planta (Valencia) 	2001
Carabobo 	La Raya (Valencia) 	2001
Carabobo 	La Romana (Valencia) 	2001
Carabobo 	La Romanita (Valencia) 	2001
Carabobo 	La Sorpresa 	2050
Carabobo 	La Trigaleña (Valencia) 	2001
Carabobo 	La Unidad (Valencia) 	2001
Carabobo 	La Viña (Valencia) 	2001
Carabobo 	Las Acacias (Valencia) 	2001
Carabobo 	Las Agüitas 	2003
Carabobo 	Las Clavellinas (Valencia) 	2001
Carabobo 	Las Lomas (Valencia) 	2001
Carabobo 	Las Quintas 	2005
Carabobo 	Las Trincheras 	2005
Carabobo 	Libertador (Valencia) 	2001
Carabobo 	Llano Verde (Valencia) 	2001
Carabobo 	Lomas de Funval (Valencia) 	2001
Carabobo 	Lomas del Este (Valencia) 	2001
Carabobo 	Los Alpes (Valencia) 	2001
Carabobo 	Los Arales 	2006
Carabobo 	Los Bucares 1, 2 	2003
Carabobo 	Los Caimitos (Valencia) 	2001
Carabobo 	Los Caobos (Valencia) 	2001
Carabobo 	Los Cerritos 	2003
Carabobo 	Los Colorados (Valencia) 	2001
Carabobo 	Los Criollitos (Valencia) 	2001
Carabobo 	Los Guayos 	2003
Carabobo 	Los Harales 	2006
Carabobo 	Los Jardines (Valencia) 	2001
Carabobo 	Los Magallanes 	2006
Carabobo 	Los Mangos (Valencia) 	2001
Carabobo 	Los Manguitos (Valencia) 	2001
Carabobo 	Los Naranjos (Valencia) 	2001
Carabobo 	Los Nísperos (Valencia) 	2001
Carabobo 	Los Parques (Valencia) 	2001
Carabobo 	Los Pozones (Valencia) 	2001
Carabobo 	Los Sauces (Valencia) 	2001
Carabobo 	Los Taladros (Valencia) 	2001
Carabobo 	Los Viveros (Valencia) 	2001
Carabobo 	Luis Herrera Campins (Valencia) 	2001
Carabobo 	Mañonguito (Valencia) 	2001
Carabobo 	Mendoza 1, 2, 3, 4, 5, 6 y 7 (Valencia) 	2001
Carabobo 	Michelena Norte y Sur 	2001
Carabobo 	Miguel Aché (Valencia) 	2001
Carabobo 	Miranda 	2041
Carabobo 	Montalban 	2042
Carabobo 	Monte Serino 	2006
Carabobo 	Monumental (Valencia) 	2001
Carabobo 	Morón 	2051
Carabobo 	Máximo Romero (Valencia) 	2001
Carabobo 	Naguanagua 	2005
Carabobo 	Padre Alonzo (Valencia) 	2001
Carabobo 	Palma Real (Valencia) 	2001
Carabobo 	Paraparal 	2003
Carabobo 	Parque Valencia 	2003
Carabobo 	Parque el Trigal 	2001
Carabobo 	Paso Real 	2003
Carabobo 	Patanemo 	2050
Carabobo 	Piedras Negras 	2003
Carabobo 	Piedras Pintadas 	2001
Carabobo 	Pueblo de Belén 	2039
Carabobo 	Pueblo de Maraira 	2017
Carabobo 	Pueblo de San Diego 	2006
Carabobo 	Puerto Cabello 	2050
Carabobo 	Punto Nutria 	2050
Carabobo 	Rancho Grande 	2050
Carabobo 	Renny Ottolina (Valencia) 	2001
Carabobo 	Ricardo Urriera (Valencia) 	2001
Carabobo 	Rinconcito Mañongo (Valencia) 	2001
Carabobo 	Ritec (Valencia) 	2001
Carabobo 	Rosarito (Valencia) 	2001
Carabobo 	Ruiz Pineda 1, 2 y 3 (Valencia) 	2001
Carabobo 	Sabana Larga (Valencia) 	2001
Carabobo 	San Agustín (Valencia) 	2001
Carabobo 	San Blas 1, 2 (Valencia) 	2001
Carabobo 	San Blas Viejo (Valencia) 	2001
Carabobo 	San Diego 	2006
Carabobo 	San Joaquín 	2018
Carabobo 	San José de Tarbes (Valencia) 	2001
Carabobo 	San Rafael (Valencia) 	2001
Carabobo 	San Sebastián (Valencia) 	2001
Carabobo 	Santa Ana (Valencia) 	2001
Carabobo 	Santa Cecilia (Valencia) 	2001
Carabobo 	Santa Eduvigis 	2005
Carabobo 	Santa Teresa (Valencia) 	2001
Carabobo 	Sesquicentenario (Valencia) 	2001
Carabobo 	Simón Bolívar (Valencia) 	2001
Carabobo 	Taborda 	2050
Carabobo 	Terraza de los Nísperos (Valencia) 	2001
Carabobo 	Tocuyito 	2035
Carabobo 	Tocuyo de La Costa 	2053
