Miranda  	Aeropuerto La Carlota (Caracas)  	1064
Miranda 	Araira 	1221
Miranda 	Barrio El Carmen Minas de Baruta 	1080
Miranda 	Barrio El Carmen Petare 	1073
Miranda 	Barrio El Manguito Petare 	1073
Miranda 	Barrio El Rodeo 	1221
Miranda 	Barrio La Cruz Petare 	1073
Miranda 	Barrio La Cruz Chacao 	1060
Miranda 	Barrio Niño Jesús 	1030
Miranda 	Capaya 	1225
Miranda 	Carenero 	1231
Miranda 	Carrizal 	1203
Miranda 	Caucagüa 	1246
Miranda 	Charallave 	1210
Miranda 	Chirimena 	1231
Miranda 	Chuspa 	1166
Miranda 	Chuspita 	1246
Miranda 	Cupira 	1238
Miranda 	Curiepe 	1232
Miranda 	Cúa 	1211
Miranda 	El Café 	1225
Miranda 	El Guapo 	1243
Miranda 	El Hatillo (Caracas) 	1083
Miranda 	El Marqués 	1071
Miranda 	Guarenas 	1220
Miranda 	Guatire 	1221
Miranda 	Higuerote 	1231
Miranda 	La Tahona 	1083
Miranda 	Las González 	1228
Miranda 	Lomas de la Lagunita 	1083
Miranda 	Los Chorros 	1071
Miranda 	Los Samanes 	1080
Miranda 	Los Teques 	1201
Miranda 	Machurucuto 	1245
Miranda 	Mamporal 	1228
Miranda 	Ocumare del Tuy 	1209
Miranda 	Paparo 	1236
Miranda 	Paracotos 	1201
Miranda 	Petare 	1073
Miranda 	Plaza las Américas 	1061
Miranda 	Prados del Este 	1080
Miranda 	Pueblo Nuevo Mamporal 	1235
Miranda 	Río Chico 	1236
Miranda 	San Antonio de los Altos 	1204
Miranda 	San Blas 	1073
Miranda 	San Diego de los Altos 	1204
Miranda 	San Fernando del Guapo 	1243
Miranda 	San Francisco de Yare 	1212
Miranda 	San José de Barlovento 	1235
Miranda 	San José de Río Chico 	1235
Miranda 	San José de los Altos 	1204
Miranda 	San Pedro de los Altos 	1204
Miranda 	Santa Lucia 	1214
Miranda 	Santa Paula 	1061
Miranda 	Santa Rosa de Lima 	1061
Miranda 	Santa Teresa del Tuy 	1215
Miranda 	Sebucán 	1071
Miranda 	Sector La Estancia (Chuao) 	1064
Miranda 	Sector Los Naranjos 	1061
Miranda 	Simón Bolívar (Ciudad Tablita) 	1030
Miranda 	Tacarigua Mamporal 	1228
