Trujillo  	Agua Santa  	3101
Trujillo 	Agua Viva 	3101
Trujillo 	Altos de Estanque 	3132
Trujillo 	Arapuey (Mérida) 	3164
Trujillo 	Betijoque 	3104
Trujillo 	Boconó 	3103
Trujillo 	Bolivia 	3157
Trujillo 	Buena Vista 	3101
Trujillo 	Burbusay 	3115
Trujillo 	Caja Seca (Nueva Bolivia) 	3141
Trujillo 	Campo Alegre (Urbanización) 	3101
Trujillo 	Campo Elías 	3116
Trujillo 	Carache 	3123
Trujillo 	Carvajal 	3102
Trujillo 	Chejende 	3124
Trujillo 	Cuicas 	3125
Trujillo 	Dividive 	3107
Trujillo 	El Batatal 	3101
Trujillo 	El Cenizo 	3101
Trujillo 	Escuque 	3105
Trujillo 	Isnotú 	3109
Trujillo 	Jajó 	3145
Trujillo 	La Ceiba 	3108
Trujillo 	La Cejita 	3149
Trujillo 	La Cuchilla 	3101
Trujillo 	La Mesa de Esnujaque 	3146
Trujillo 	La Mulata 	3101
Trujillo 	La Plazuelita 	3101
Trujillo 	La Puerta 	3106
Trujillo 	La Quebrada 	3147
Trujillo 	La Unión 	3101
Trujillo 	Las Mesitas 	3101
Trujillo 	Mendoza Fría 	3122
Trujillo 	Miton 	3128
Trujillo 	Monay 	3153
Trujillo 	Monte Carmelo 	3134
Trujillo 	Motatán 	3140
Trujillo 	Niquitao 	3118
Trujillo 	Nueva Bolivia 	3101
Trujillo 	Pampan 	3151
Trujillo 	Pampanito 	3152
Trujillo 	Punto Palmarito 	3141
Trujillo 	Sabana Grande 	3101
Trujillo 	Sabana Libre 	3135
Trujillo 	Sabana de Mendoza 	3110
Trujillo 	San Cristóbal de Torondoy 	3133
Trujillo 	San José de Palmira 	3101
Trujillo 	San Juan de Betijoque 	3101
Trujillo 	San Lázaro 	3154
Trujillo 	San Miguel 	3119
Trujillo 	San Rafael de Boconó 	3103
Trujillo 	San Rafael de Carvajal 	3101
Trujillo 	Santa Ana 	3156
Trujillo 	Santa Apolonia de Mérida 	3136
Trujillo 	Santa Apolonia de Trujillo 	3127
Trujillo 	Santa Isabel 	3113
Trujillo 	Santa Rosa 	3101
Trujillo 	Torococo 	3129
Trujillo 	Torondoy 	3101
Trujillo 	Tostos 	3101
Trujillo 	Trujillo 	3150
Trujillo 	Trujillo (Casco Central) 	3150
Trujillo 	Valera 	3101
Trujillo 	El Alto Escuque 	3105
Trujillo 	El Socorro 	3101
Trujillo 	La Concepción De Carache 	3150
Trujillo 	La Concepción De Pampanito 	3150
Trujillo 	La Plazuela 	3150
Trujillo 	Palmarito 	3101
Trujillo 	San Miguel De Bocono 	3101
Trujillo 	Santiago 	3101
Trujillo 	Otras Poblaciones 	3150
